uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,sampleID,sampleCode,cnSampleID,cnSampleCode,bgcArchiveID,bgcArchiveCode,bgcArchiveMass,toxicodendronPossible,sampleCondition,bgcRemarks,processedBy,bgcDataQF
"31b3860d-c4ae-4075-b003-4f90259a5f0a","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2018-06-18T15:42Z","2018-06-18T15:42Z","NEON.DOC.014048vK","O","2018-06-21T00:07Z","2018-06-27T21:05Z","DEJU_006-O-25-32.5-20180618","A00000028561","DEJU_006-O-25-32.5-20180618-CN","A00000028349","DEJU_006-O-25-32.5-20180618-BA","A00000029337",,,"OK",,"kring@battelleecology.org",
"0ab971ef-14f1-4213-ab0e-aaf652252567","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2018-06-18T15:59Z","2018-06-18T15:59Z","NEON.DOC.014048vK","M","2018-06-21T00:07Z","2018-06-27T21:05Z","DEJU_006-M-25-32.5-20180618","A00000028562","DEJU_006-M-25-32.5-20180618-CN","A00000028353","DEJU_006-M-25-32.5-20180618-BA","A00000029338",,,"OK",,"kring@battelleecology.org",
"30e993ab-814c-4123-8994-9e18ffc61ec8","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2018-06-18T16:43Z","2018-06-18T16:43Z","NEON.DOC.014048vK","O","2018-06-21T00:07Z","2018-06-27T21:05Z","DEJU_006-O-2.5-37.5-20180618","A00000028557","DEJU_006-O-2.5-37.5-20180618-CN","A00000028357","DEJU_006-O-2.5-37.5-20180618-BA","A00000029333",,,"OK",,"kring@battelleecology.org",
"04430e51-8189-41d8-8637-aa3ed54f086f","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2018-06-18T16:55Z","2018-06-18T16:55Z","NEON.DOC.014048vK","M","2018-06-21T00:07Z","2018-06-27T21:05Z","DEJU_006-M-2.5-37.5-20180618","A00000028558","DEJU_006-M-2.5-37.5-20180618-CN","A00000028350","DEJU_006-M-2.5-37.5-20180618-BA","A00000029334",,,"OK",,"kring@battelleecology.org",
"8f037ace-5c84-4c28-8f6f-05f4de95cf59","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2018-06-18T17:22Z","2018-06-18T17:22Z","NEON.DOC.014048vK","O","2018-06-21T00:07Z","2018-06-27T21:05Z","DEJU_006-O-39.5-1.5-20180618","A00000028559","DEJU_006-O-39.5-1.5-20180618-CN","A00000028358","DEJU_006-O-39.5-1.5-20180618-BA","A00000029335",,,"OK",,"kring@battelleecology.org",
"b3d5a696-54cd-4ed7-9c7c-620c11642e8a","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2018-06-18T17:35Z","2018-06-18T17:35Z","NEON.DOC.014048vK","M","2018-06-21T00:07Z","2018-06-27T21:05Z","DEJU_006-M-39.5-1.5-20180618","A00000028560","DEJU_006-M-39.5-1.5-20180618-CN","A00000028354","DEJU_006-M-39.5-1.5-20180618-BA","A00000029336",,,"OK",,"kring@battelleecology.org",
"cf335885-8c7a-491e-ab00-842b1b31a819","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2018-06-18T19:04Z","2018-06-18T19:04Z","NEON.DOC.014048vK","O","2018-06-21T00:07Z","2018-06-27T21:05Z","DEJU_014-O-14-9-20180618","A00000028579","DEJU_014-O-14-9-20180618-CN","A00000028360","DEJU_014-O-14-9-20180618-BA","A00000029349",,,"OK",,"kring@battelleecology.org",
"b183334a-c175-48be-a398-ac296ffb0100","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2018-06-18T19:05Z","2018-06-18T19:05Z","NEON.DOC.014048vK","M","2018-06-21T00:07Z","2018-06-27T21:05Z","DEJU_014-M-14-9-20180618","A00000028580","DEJU_014-M-14-9-20180618-CN","A00000028356","DEJU_014-M-14-9-20180618-BA","A00000029350",,,"OK",,"kring@battelleecology.org",
"11a1e8f7-d9c5-484e-a942-cc028eed5b5d","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2018-06-18T19:32Z","2018-06-18T19:32Z","NEON.DOC.014048vK","O","2018-06-21T00:07Z","2018-06-27T21:05Z","DEJU_014-O-21-9.5-20180618","A00000028584","DEJU_014-O-21-9.5-20180618-CN","A00000028351","DEJU_014-O-21-9.5-20180618-BA","A00000029345",,,"OK",,"kring@battelleecology.org",
"3e6cb48e-a1f3-4d7e-bd1e-243e2e6ec6d1","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2018-06-18T19:39Z","2018-06-18T19:39Z","NEON.DOC.014048vK","M","2018-06-21T00:07Z","2018-06-27T21:05Z","DEJU_014-M-21-9.5-20180618","A00000028583","DEJU_014-M-21-9.5-20180618-CN","A00000028355","DEJU_014-M-21-9.5-20180618-BA","A00000029346",,,"OK",,"kring@battelleecology.org",
