uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,sampleID,sampleCode,cnSampleID,cnSampleCode,bgcArchiveID,bgcArchiveCode,bgcArchiveMass,toxicodendronPossible,sampleCondition,bgcRemarks,processedBy,bgcDataQF
"4545c438-5f66-4937-b5d9-6e6290634c99","D19","HEAL","HEAL_048","HEAL_048.basePlot.bgc","2016-07-26T01:30Z","2016-07-26T01:30Z","NEON.DOC.014048vG","O",,,"HEAL_048-O-6.5-19.5-20160725",,"HEAL_048-O-6.5-19.5-20160725-CN",,,,,,"OK",,"kschroder@neoninc.org",
"07eed9cf-3fc9-4638-ab9f-11f82bdc67ce","D19","HEAL","HEAL_048","HEAL_048.basePlot.bgc","2016-07-26T02:00Z","2016-07-26T02:00Z","NEON.DOC.014048vG","O",,,"HEAL_048-O-27.5-8-20160725",,"HEAL_048-O-27.5-8-20160725-CN",,,,,,"OK",,"kschroder@neoninc.org",
"318e6263-7f6b-43c4-80f0-84b5f47759bd","D19","HEAL","HEAL_048","HEAL_048.basePlot.bgc","2016-07-26T03:00Z","2016-07-26T03:00Z","NEON.DOC.014048vG","O",,,"HEAL_048-O-30-35.5-20160725",,"HEAL_048-O-30-35.5-20160725-CN",,,,,,"OK","QC0","kschroder@neoninc.org",
"a61963ad-1ba0-4de2-bda7-3dc1a7d7eb45","D19","HEAL","HEAL_047","HEAL_047.basePlot.bgc","2016-07-26T18:20Z","2016-07-26T18:20Z","NEON.DOC.014048vG","O",,,"HEAL_047-O-12-7-20160726",,"HEAL_047-O-12-7-20160726-CN",,,,,,"OK",,"kschroder@neoninc.org",
"6f492369-6447-4645-ae3e-641194ae9585","D19","HEAL","HEAL_047","HEAL_047.basePlot.bgc","2016-07-26T19:15Z","2016-07-26T19:15Z","NEON.DOC.014048vG","O",,,"HEAL_047-O-33-0-20160726",,"HEAL_047-O-33-0-20160726-CN",,,,,,"OK","QC0","kschroder@neoninc.org",
"a67e3bd3-6e4e-459c-a4e6-9e8b1b94bd20","D19","HEAL","HEAL_047","HEAL_047.basePlot.bgc","2016-07-26T19:45Z","2016-07-26T19:45Z","NEON.DOC.014048vG","O",,,"HEAL_047-O-32-20.5-20160726",,"HEAL_047-O-32-20.5-20160726-CN",,,,,,"OK",,"kschroder@neoninc.org",
"c749bff4-6179-4b55-ac90-c829ea08593c","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2016-07-26T21:45Z","2016-07-26T21:45Z","NEON.DOC.014048vG","O",,,"HEAL_046-O-30-11.5-20160726",,"HEAL_046-O-30-11.5-20160726-CN",,,,,,"OK",,"kschroder@neoninc.org",
"87ec99bf-d8b0-4e0d-840a-e3616f3bdb7e","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2016-07-26T22:20Z","2016-07-26T22:20Z","NEON.DOC.014048vG","O",,,"HEAL_046-O-31-38-20160726",,"HEAL_046-O-31-38-20160726-CN",,,,,,"OK","QC0","kschroder@neoninc.org",
"e6f30ac0-9d90-47f5-ab4c-d2901d9802ff","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2016-07-26T23:10Z","2016-07-26T23:10Z","NEON.DOC.014048vG","O",,,"HEAL_046-O-1.5-24.5-20160726",,"HEAL_046-O-1.5-24.5-20160726-CN",,,,,,"OK","QC0","kschroder@neoninc.org",
"32c6808e-9049-4160-87ba-e87a2c0090bc","D19","HEAL","HEAL_045","HEAL_045.basePlot.bgc","2016-07-27T17:20Z","2016-07-27T17:20Z","NEON.DOC.014048vG","O",,,"HEAL_045-O-19-7.5-20160727",,"HEAL_045-O-19-7.5-20160727-CN",,,,,,"OK",,"kschroder@neoninc.org",
"00d685d4-03c6-4feb-9d62-09dca6e62b51","D19","HEAL","HEAL_045","HEAL_045.basePlot.bgc","2016-07-27T17:53Z","2016-07-27T17:53Z","NEON.DOC.014048vG","O",,,"HEAL_045-O-22.5-8-20160727",,"HEAL_045-O-22.5-8-20160727-CN",,,,,,"OK",,"kschroder@neoninc.org",
"23ce44e8-7671-4610-a903-bfbccd10e3c0","D19","HEAL","HEAL_045","HEAL_045.basePlot.bgc","2016-07-27T18:16Z","2016-07-27T18:16Z","NEON.DOC.014048vG","O",,,"HEAL_045-O-28.5-36-20160727",,"HEAL_045-O-28.5-36-20160727-CN",,,,,,"OK",,"kschroder@neoninc.org",
